Date,High,Low,Open,Close,Volume,Adj Close
2017-03-31,231.07691955566406,228.76922607421875,229.6923065185547,229.23077392578125,6603545.0,214.91062927246094
2017-04-03,230.76922607421875,228.84616088867188,228.92308044433594,229.84616088867188,3888599.0,215.48756408691406
2017-04-04,231.46153259277344,228.46153259277344,230.0,230.92308044433594,3257436.0,216.49720764160156
2017-04-05,234.0,230.38461303710938,231.46153259277344,230.53846740722656,3358875.0,216.13665771484375
2017-04-06,232.15383911132812,230.15383911132812,230.76922607421875,230.23077392578125,2801500.0,215.84815979003906
2017-04-07,232.23077392578125,230.15383911132812,230.15383911132812,230.6923065185547,2466841.0,216.28085327148438
2017-04-10,232.53846740722656,230.46153259277344,231.3076934814453,230.84616088867188,2405676.0,216.42514038085938
2017-04-11,231.53846740722656,229.53846740722656,230.76922607421875,231.07691955566406,2865226.0,216.6414337158203
2017-04-12,230.0,228.07691955566406,229.84616088867188,229.0,3515369.0,214.6942596435547
2017-04-13,229.23077392578125,227.3076934814453,228.46153259277344,227.38461303710938,2599740.0,213.17979431152344
2017-04-17,228.46153259277344,227.3076934814453,227.84616088867188,228.0,2830958.0,213.7567596435547
2017-04-18,230.0,227.53846740722656,227.6923065185547,229.53846740722656,3341858.0,215.19912719726562
2017-04-19,231.23077392578125,229.76922607421875,229.92308044433594,230.76922607421875,3457272.0,216.3529815673828
2017-04-20,234.92308044433594,231.0,231.15383911132812,232.84616088867188,4820608.0,218.30018615722656
2017-04-21,233.6923065185547,226.53846740722656,232.84616088867188,227.3076934814453,9405682.0,213.10768127441406
2017-04-24,230.23077392578125,226.84616088867188,229.61538696289062,227.3076934814453,6316076.0,213.10768127441406
2017-04-25,227.6923065185547,225.53846740722656,226.53846740722656,226.53846740722656,5181033.0,212.38648986816406
2017-04-26,227.3076934814453,225.07691955566406,227.07691955566406,225.07691955566406,4857892.0,211.01626586914062
2017-04-27,225.46153259277344,223.23077392578125,225.3076934814453,223.6923065185547,4282174.0,209.7181854248047
2017-04-28,224.3076934814453,222.53846740722656,223.84616088867188,223.0,3130296.0,209.06910705566406
2017-05-01,224.38461303710938,222.53846740722656,223.15383911132812,222.61538696289062,3122054.0,208.70851135253906
2017-05-02,223.46153259277344,222.38461303710938,223.15383911132812,223.0,4388800.0,209.06910705566406
2017-05-03,225.3076934814453,221.92308044433594,222.46153259277344,224.84616088867188,3496129.0,210.7999267578125
2017-05-04,225.46153259277344,223.46153259277344,225.15383911132812,224.61538696289062,2549846.0,210.5835723876953
2017-05-05,224.92308044433594,223.92308044433594,224.07691955566406,224.76922607421875,2200523.0,210.72779846191406
2017-05-08,225.0,223.07691955566406,224.3076934814453,223.61538696289062,2811939.0,209.64605712890625
2017-05-09,223.76922607421875,222.0,223.6923065185547,222.53846740722656,3099031.0,208.6363983154297
2017-05-10,222.53846740722656,220.0,222.46153259277344,220.76922607421875,3386136.0,206.97769165039062
2017-05-11,222.23077392578125,219.23077392578125,220.61538696289062,222.07691955566406,3642002.0,208.20370483398438
2017-05-12,218.84616088867188,214.23077392578125,218.15383911132812,217.46153259277344,8896316.0,203.87661743164062
2017-05-15,217.23077392578125,215.15383911132812,215.92308044433594,216.76922607421875,5169775.0,203.2275390625
2017-05-16,217.53846740722656,215.38461303710938,217.3076934814453,215.6923065185547,3836196.0,202.2179412841797
2017-05-17,221.38461303710938,210.84616088867188,214.0,210.84616088867188,6820034.0,197.67453002929688
2017-05-18,212.6923065185547,208.46153259277344,209.6923065185547,211.38461303710938,6298188.0,198.17933654785156
2017-05-19,216.6923065185547,211.53846740722656,211.92308044433594,215.76922607421875,6303531.0,202.2900390625
2017-05-22,217.6923065185547,215.84616088867188,217.15383911132812,216.76922607421875,3615391.0,203.2275390625
2017-05-23,217.53846740722656,216.23077392578125,217.0,217.53846740722656,3104023.0,203.94876098632812
2017-05-24,219.23077392578125,212.46153259277344,217.84616088867188,214.07691955566406,6980909.0,200.70343017578125
2017-05-25,214.61538696289062,210.92308044433594,213.76922607421875,211.46153259277344,5103072.0,198.25144958496094
2017-05-26,211.92308044433594,209.92308044433594,211.23077392578125,211.15383911132812,3981120.0,197.96298217773438
2017-05-30,211.15383911132812,208.92308044433594,210.07691955566406,210.46153259277344,4736641.0,197.31390380859375
2017-05-31,211.07691955566406,209.15383911132812,210.23077392578125,210.61538696289062,4629365.0,197.4581298828125
2017-06-01,214.46153259277344,211.53846740722656,211.61538696289062,213.23077392578125,4210401.0,199.91018676757812
2017-06-02,214.92308044433594,212.46153259277344,214.38461303710938,214.46153259277344,4810988.0,201.0640411376953
2017-06-05,215.92308044433594,213.92308044433594,214.61538696289062,215.23077392578125,5656235.0,201.7852020263672
2017-06-06,215.6923065185547,213.92308044433594,215.23077392578125,214.84616088867188,4383756.0,201.42465209960938
2017-06-07,215.07691955566406,210.76922607421875,215.0,212.92308044433594,5660083.0,199.62167358398438
