Date,High,Low,Open,Close,Volume,Adj Close
2017-03-31,173.9499969482422,171.4600067138672,171.4600067138672,172.52000427246094,2537000,172.52000427246094
2017-04-03,175.89999389648438,173.0,173.0,175.0,2352400,175.0
2017-04-04,176.66000366210938,174.1300048828125,174.75999450683594,175.1999969482422,1899200,175.1999969482422
2017-04-05,176.30999755859375,172.4600067138672,175.35000610351562,172.9199981689453,2187200,172.9199981689453
2017-04-06,174.72999572753906,173.0399932861328,173.8000030517578,173.3800048828125,2057900,173.3800048828125
2017-04-07,173.94000244140625,171.1699981689453,173.67999267578125,172.44000244140625,1963500,172.44000244140625
2017-04-10,174.67999267578125,172.1699981689453,172.3000030517578,174.22000122070312,1701000,174.22000122070312
2017-04-11,175.24000549316406,172.5800018310547,173.97000122070312,173.00999450683594,1844500,173.00999450683594
2017-04-12,174.8699951171875,172.3300018310547,172.47000122070312,173.61000061035156,1205400,173.61000061035156
2017-04-13,174.75999450683594,172.4600067138672,173.5500030517578,172.61000061035156,1336700,172.61000061035156
2017-04-17,173.8000030517578,172.61000061035156,172.61000061035156,173.30999755859375,1365700,173.30999755859375
2017-04-18,174.55999755859375,172.07000732421875,173.30999755859375,174.47000122070312,1806600,174.47000122070312
2017-04-19,181.17999267578125,175.33999633789062,175.6199951171875,177.80999755859375,3998400,177.80999755859375
2017-04-20,180.3800048828125,178.41000366210938,178.99000549316406,178.63999938964844,2478500,178.63999938964844
2017-04-21,180.39999389648438,177.86000061035156,180.39999389648438,178.0800018310547,1628700,178.0800018310547
2017-04-24,180.64999389648438,179.5399932861328,180.0,180.02999877929688,1908400,180.02999877929688
2017-04-25,187.5,182.3300018310547,182.86000061035156,186.99000549316406,3750300,186.99000549316406
2017-04-26,188.0,184.89999389648438,187.89999389648438,186.6699981689453,2895000,186.6699981689453
2017-04-27,188.60000610351562,186.10000610351562,187.80999755859375,187.86000061035156,3169500,187.86000061035156
2017-04-28,182.9600067138672,176.07000732421875,181.0800018310547,180.22999572753906,7429400,180.22999572753906
2017-05-01,181.1699981689453,177.19000244140625,180.4499969482422,180.05999755859375,3487000,180.05999755859375
2017-05-02,180.39999389648438,178.0,180.10000610351562,178.63999938964844,2431500,178.63999938964844
2017-05-03,179.00999450683594,176.89999389648438,179.00999450683594,177.39999389648438,2017200,177.39999389648438
2017-05-04,178.0,176.27999877929688,177.88999938964844,176.7100067138672,2128900,176.7100067138672
2017-05-05,178.3000030517578,174.77000427246094,176.3000030517578,178.02999877929688,2328200,178.02999877929688
2017-05-08,178.5399932861328,176.67999267578125,178.5,177.47000122070312,2407900,177.47000122070312
2017-05-09,183.58999633789062,178.36000061035156,178.89999389648438,182.97999572753906,3479400,182.97999572753906
2017-05-10,184.92999267578125,181.6199951171875,182.3699951171875,183.57000732421875,2868100,183.57000732421875
2017-05-11,187.3300018310547,182.9600067138672,183.5399932861328,186.60000610351562,3211500,186.60000610351562
2017-05-12,187.97999572753906,185.6699981689453,186.25,186.8300018310547,1816600,186.8300018310547
2017-05-15,187.4600067138672,185.24000549316406,187.0800018310547,186.13999938964844,1993000,186.13999938964844
2017-05-16,192.3699951171875,186.38999938964844,186.8300018310547,190.63999938964844,3926600,190.63999938964844
2017-05-17,190.7100067138672,185.67999267578125,187.97000122070312,186.0500030517578,3586900,186.0500030517578
2017-05-18,183.6199951171875,181.2899932861328,182.67999267578125,182.42999267578125,4685700,182.42999267578125
2017-05-19,189.4199981689453,182.88999938964844,183.1699981689453,188.75999450683594,3863900,188.75999450683594
2017-05-22,193.55999755859375,188.0800018310547,190.0,191.69000244140625,2921500,191.69000244140625
2017-05-23,193.55999755859375,190.3699951171875,192.6999969482422,191.8000030517578,2147900,191.8000030517578
2017-05-24,191.99000549316406,189.97000122070312,191.02999877929688,190.6300048828125,2804800,190.6300048828125
2017-05-25,193.0,189.8300018310547,191.22999572753906,191.9499969482422,2175400,191.9499969482422
2017-05-26,193.74000549316406,190.08999633789062,192.77999877929688,190.38999938964844,1567700,190.38999938964844
2017-05-30,192.2899932861328,189.36000061035156,190.94000244140625,189.8800048828125,1915000,189.8800048828125
2017-05-31,190.49000549316406,184.32000732421875,189.9499969482422,186.10000610351562,3396400,186.10000610351562
2017-06-01,188.10000610351562,185.58999633789062,186.14999389648438,187.25999450683594,2071200,187.25999450683594
2017-06-02,189.25,187.0,188.60000610351562,187.60000610351562,1192500,187.60000610351562
2017-06-05,188.7100067138672,185.2100067138672,188.7100067138672,187.30999755859375,1424800,187.30999755859375
2017-06-06,187.1999969482422,184.50999450683594,186.72999572753906,185.75,2080600,185.75
2017-06-07,188.58999633789062,184.75,186.24000549316406,187.52999877929688,2451900,187.52999877929688
2017-06-08,192.3800048828125,183.67999267578125,191.60000610351562,185.75,4895000,185.75
2017-06-09,186.10000610351562,178.2100067138672,186.02999877929688,181.07000732421875,4089200,181.07000732421875
2017-06-12,182.14999389648438,177.30999755859375,180.0,180.05999755859375,3057800,180.05999755859375
2017-06-13,181.52000427246094,177.24000549316406,181.52000427246094,179.19000244140625,2571200,179.19000244140625
2017-06-14,180.82000732421875,176.1999969482422,180.60000610351562,178.1999969482422,2142800,178.1999969482422
2017-06-15,176.99000549316406,173.52000427246094,176.19000244140625,176.3300018310547,2718400,176.3300018310547
2017-06-16,176.41000366210938,173.66000366210938,176.41000366210938,173.8800048828125,2497100,173.8800048828125
2017-06-19,179.22999572753906,175.8000030517578,176.3800048828125,176.92999267578125,2510700,176.92999267578125
2017-06-20,178.4199981689453,176.92999267578125,177.69000244140625,177.85000610351562,1763400,177.85000610351562
2017-06-21,181.0,177.92999267578125,179.13999938964844,180.1699981689453,2074900,180.1699981689453
2017-06-22,180.7100067138672,177.99000549316406,179.25,179.3300018310547,1751200,179.3300018310547
2017-06-23,180.5500030517578,177.61000061035156,180.32000732421875,178.13999938964844,1765200,178.13999938964844
2017-06-26,181.74000549316406,178.35000610351562,180.58999633789062,178.4600067138672,2062200,178.4600067138672
2017-06-27,178.64999389648438,175.10000610351562,178.52000427246094,175.60000610351562,2529400,175.60000610351562
2017-06-28,178.72000122070312,175.8300018310547,177.0,178.0,2635100,178.0
2017-06-29,180.4600067138672,177.22000122070312,177.5399932861328,179.6300048828125,3128000,179.6300048828125
2017-06-30,180.8800048828125,178.30999755859375,180.44000244140625,178.86000061035156,2083700,178.86000061035156
2017-07-03,183.5,179.6300048828125,179.89999389648438,179.97000122070312,1917200,179.97000122070312
2017-07-05,187.25,182.1699981689453,186.3699951171875,183.8300018310547,4449600,183.8300018310547
2017-07-06,183.88999938964844,180.67999267578125,183.8800048828125,181.7899932861328,2415300,181.7899932861328
2017-07-07,182.77999877929688,179.9199981689453,181.7899932861328,181.39999389648438,1444500,181.39999389648438
2017-07-10,183.94000244140625,181.58999633789062,182.30999755859375,182.92999267578125,1467000,182.92999267578125
